"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YER042W" "MATCH" "1" "MXR1" "S. cerevisiae" "peptide Methionine sulfoXide Reductase" "555" "YER042W" "S000000844" "ORF"
"YDL184C" "MATCH" "1" "RPL41A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "78" "YDL184C" "S000002343" "ORF"
"YPL265W" "MATCH" "1" "DIP5" "S. cerevisiae" "DIcarboxylic amino acid Permease" "1827" "YPL265W" "S000006186" "ORF"
"YHR203C" "MATCH" "1" "RPS4B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "1055" "YHR203C" "S000001246" "ORF"
"YGR262C" "MATCH" "1" "BUD32" "S. cerevisiae" "BUD site selection" "786" "YGR262C" "S000003494" "ORF"
"YGL037C" "MATCH" "1" "PNC1" "S. cerevisiae" "Pyrazinamidase and NiCotinamidase" "651" "YGL037C" "S000003005" "ORF"
"YNL034W" "MATCH" "1" "" "S. cerevisiae" "" "1839" "YNL034W" "S000004979" "ORF"
"YER043C" "MATCH" "1" "SAH1" "S. cerevisiae" "S-Adenosyl-l-Homocysteine hydrolase" "1350" "YER043C" "S000000845" "ORF"
"YGL169W" "MATCH" "1" "SUA5" "S. cerevisiae" "Suppressor of Upstream AUG" "1281" "YGL169W" "S000003137" "ORF"
"YGL036W" "MATCH" "1" "" "S. cerevisiae" "" "2730" "YGL036W" "S000003004" "ORF"
"YIL136W" "MATCH" "1" "OM45" "S. cerevisiae" "Outer Membrane" "1182" "YIL136W" "S000001398" "ORF"
"YDR507C" "MATCH" "1" "GIN4" "S. cerevisiae" "Growth Inhibitory" "3429" "YDR507C" "S000002915" "ORF"
"YBL006C" "MATCH" "1" "LDB7" "S. cerevisiae" "Low Dye Binding" "543" "YBL006C" "S000000102" "ORF"
"YDL133C-A" "MATCH" "1" "RPL41B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "78" "YDL133C-A" "S000002293" "ORF"
"YLR040C" "MATCH" "1" "AFB1" "S. cerevisiae" "A-Factor Barrier" "675" "YLR040C" "S000004030" "ORF"
"YNL166C" "MATCH" "1" "BNI5" "S. cerevisiae" "Bud Neck Involved" "1347" "YNL166C" "S000005110" "ORF"
"YIL134W" "MATCH" "1" "FLX1" "S. cerevisiae" "FLavin eXchange" "936" "YIL134W" "S000001396" "ORF"
"YIL001W" "MATCH" "1" "" "S. cerevisiae" "" "1542" "YIL001W" "S000001263" "ORF"
"YJR126C" "MATCH" "1" "VPS70" "S. cerevisiae" "Vacuolar Protein Sorting" "2436" "YJR126C" "S000003887" "ORF"
"YMR247C" "MATCH" "1" "RKR1" "S. cerevisiae" "RING domain mutant Killed by Rtf1 deletion" "4689" "YMR247C" "S000004861" "ORF"
"YMR114C" "MATCH" "1" "" "S. cerevisiae" "" "1107" "YMR114C" "S000004720" "ORF"
"YMR113W" "MATCH" "1" "FOL3" "S. cerevisiae" "FOLic acid synthesis" "1284" "YMR113W" "S000004719" "ORF"
"YBL004W" "MATCH" "1" "UTP20" "S. cerevisiae" "U Three Protein" "7482" "YBL004W" "S000000100" "ORF"
"YKL181W" "MATCH" "1" "PRS1" "S. cerevisiae" "PhosphoRibosylpyrophosphate Synthetase" "1284" "YKL181W" "S000001664" "ORF"
"YMR246W" "MATCH" "1" "FAA4" "S. cerevisiae" "Fatty Acid Activation" "2085" "YMR246W" "S000004860" "ORF"
"YIL002C" "MATCH" "1" "INP51" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "2841" "YIL002C" "S000001264" "ORF"
"YPL266W" "MATCH" "1" "DIM1" "S. cerevisiae" "DIMethylase" "957" "YPL266W" "S000006187" "ORF"
"YDL052C" "MATCH" "1" "SLC1" "S. cerevisiae" "SphingoLipid Compensation" "912" "YDL052C" "S000002210" "ORF"
"YIL135C" "MATCH" "1" "VHS2" "S. cerevisiae" "Viable in a Hal3 Sit4 background" "1311" "YIL135C" "S000001397" "ORF"
"YBR233W-A" "MATCH" "1" "DAD3" "S. cerevisiae" "Duo1 And Dam1 interacting" "285" "YBR233W-A" "S000007595" "ORF"
"YPL133C" "MATCH" "1" "RDS2" "S. cerevisiae" "Regulator of Drug Sensitivity" "1341" "YPL133C" "S000006054" "ORF"
"YER041W" "MATCH" "1" "YEN1" "S. cerevisiae" "" "2280" "YER041W" "S000000843" "ORF"
"YOR289W" "MATCH" "1" "" "S. cerevisiae" "" "756" "YOR289W" "S000005815" "ORF"
"YGR130C" "MATCH" "1" "" "S. cerevisiae" "" "2451" "YGR130C" "S000003362" "ORF"
"YDL051W" "MATCH" "1" "LHP1" "S. cerevisiae" "La-Homologous Protein" "828" "YDL051W" "S000002209" "ORF"
"YGR263C" "MATCH" "1" "SAY1" "S. cerevisiae" "Steryl Acetyl hYdrolase" "1275" "YGR263C" "S000003495" "ORF"
"YNL299W" "MATCH" "1" "TRF5" "S. cerevisiae" "Topoisomerase one-Related Function" "1929" "YNL299W" "S000005243" "ORF"
"YOR157C" "MATCH" "1" "PUP1" "S. cerevisiae" "PUtative Proteasome subunit" "786" "YOR157C" "S000005683" "ORF"
"YER175C" "MATCH" "1" "TMT1" "S. cerevisiae" "Trans-aconitate MethylTransferase" "900" "YER175C" "S000000977" "ORF"
"YGL168W" "MATCH" "1" "HUR1" "S. cerevisiae" "HydroxyUrea Resistance" "333" "YGL168W" "S000003136" "ORF"
"YOL108C" "MATCH" "1" "INO4" "S. cerevisiae" "INOsitol requiring" "456" "YOL108C" "S000005468" "ORF"
"YDR506C" "MATCH" "1" "GMC1" "S. cerevisiae" "Grand Meiotic recombination Cluster" "1827" "YDR506C" "S000002914" "ORF"
"YLR045C" "MATCH" "1" "STU2" "S. cerevisiae" "Suppressor of TUbulin" "2667" "YLR045C" "S000004035" "ORF"
"YKL054C" "MATCH" "1" "DEF1" "S. cerevisiae" "RNAPII DEgradation Factor" "2217" "YKL054C" "S000001537" "ORF"
"YLR178C" "MATCH" "1" "TFS1" "S. cerevisiae" "cdc Twenty-Five Suppressor" "660" "YLR178C" "S000004168" "ORF"
"YBR050C" "MATCH" "1" "REG2" "S. cerevisiae" "REsistance to Glucose repression" "1017" "YBR050C" "S000000254" "ORF"
"YGR089W" "MATCH" "1" "NNF2" "S. cerevisiae" "" "2811" "YGR089W" "S000003321" "ORF"
"YHR159W" "MATCH" "1" "TDA11" "S. cerevisiae" "Topoisomerase I Damage Affected" "1515" "YHR159W" "S000001202" "ORF"
"YHR026W" "MATCH" "1" "VMA16" "S. cerevisiae" "Vacuolar Membrane Atpase" "642" "YHR026W" "S000001068" "ORF"
"YJL203W" "MATCH" "1" "PRP21" "S. cerevisiae" "Pre-mRNA Processing" "843" "YJL203W" "S000003739" "ORF"
"YPL130W" "MATCH" "1" "SPO19" "S. cerevisiae" "SPOrulation" "672" "YPL130W" "S000006051" "ORF"
"YOR334W" "MATCH" "1" "MRS2" "S. cerevisiae" "Mitochondrial RNA Splicing" "1413" "YOR334W" "S000005861" "ORF"
"YOL109W" "MATCH" "1" "ZEO1" "S. cerevisiae" "ZEOcin resistance" "342" "YOL109W" "S000005469" "ORF"
"YGR161W-B" "MATCH" "1" "" "S. cerevisiae" "" "" "YGR161W-B" "S000007370" "TransposableElementGene"
"YLR177W" "MATCH" "1" "" "S. cerevisiae" "" "1887" "YLR177W" "S000004167" "ORF"
"YHR027C" "MATCH" "1" "RPN1" "S. cerevisiae" "Regulatory Particle Non-ATPase" "2982" "YHR027C" "S000001069" "ORF"
"YML094W" "MATCH" "1" "GIM5" "S. cerevisiae" "Gene Involved in Microtubule biogenesis" "575" "YML094W" "S000004559" "ORF"
"YBR183W" "MATCH" "1" "YPC1" "S. cerevisiae" "Yeast Phyto-Ceramidase" "951" "YBR183W" "S000000387" "ORF"
"YGL213C" "MATCH" "1" "SKI8" "S. cerevisiae" "SuperKIller" "1194" "YGL213C" "S000003181" "ORF"
"YNL210W" "MATCH" "1" "MER1" "S. cerevisiae" "MEiotic Recombination" "813" "YNL210W" "S000005154" "ORF"
"YOR201C" "MATCH" "1" "MRM1" "S. cerevisiae" "Mitochondrial rRNA Methyltransferase" "1239" "YOR201C" "S000005727" "ORF"
"YKL096W-A" "MATCH" "1" "CWP2" "S. cerevisiae" "Cell Wall Protein" "279" "YKL096W-A" "S000001956" "ORF"
"YML095C" "MATCH" "1" "RAD10" "S. cerevisiae" "RADiation sensitive" "633" "YML095C" "S000004560" "ORF"
"YJR125C" "MATCH" "1" "ENT3" "S. cerevisiae" "Epsin N-Terminal homology" "1227" "YJR125C" "S000003886" "ORF"
"YGL212W" "MATCH" "1" "VAM7" "S. cerevisiae" "VAcuolar Morphogenesis" "951" "YGL212W" "S000003180" "ORF"
"YDL189W" "MATCH" "1" "RBS1" "S. cerevisiae" "RNA-Binding Suppressor of PAS kinase" "1374" "YDL189W" "S000002348" "ORF"
"YPL263C" "MATCH" "1" "KEL3" "S. cerevisiae" "KELch" "1956" "YPL263C" "S000006184" "ORF"
"YCR020W-B" "MATCH" "1" "HTL1" "S. cerevisiae" "High-Temperature Lethal" "237" "YCR020W-B" "S000006439" "ORF"
"YDL056W" "MATCH" "1" "MBP1" "S. cerevisiae" "MluI-box Binding Protein" "2502" "YDL056W" "S000002214" "ORF"
"YKL188C" "MATCH" "1" "PXA2" "S. cerevisiae" "PeroXisomal ABC-transporter" "2562" "YKL188C" "S000001671" "ORF"
"YMR116C" "MATCH" "1" "ASC1" "S. cerevisiae" "Absence of growth Suppressor of Cyp1" "1233" "YMR116C" "S000004722" "ORF"
"YGR260W" "MATCH" "1" "TNA1" "S. cerevisiae" "Transporter of Nicotinic Acid" "1605" "YGR260W" "S000003492" "ORF"
"YLR046C" "MATCH" "1" "" "S. cerevisiae" "" "813" "YLR046C" "S000004036" "ORF"
"YDR500C" "MATCH" "1" "RPL37B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "656" "YDR500C" "S000002908" "ORF"
"YKL055C" "MATCH" "1" "OAR1" "S. cerevisiae" "3-Oxoacyl-[Acyl-carrier-protein] Reductase" "837" "YKL055C" "S000001538" "ORF"
"YBL002W" "MATCH" "1" "HTB2" "S. cerevisiae" "Histone h Two B" "396" "YBL002W" "S000000098" "ORF"
"YPL131W" "MATCH" "1" "RPL5" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "894" "YPL131W" "S000006052" "ORF"
"YIL133C" "MATCH" "1" "RPL16A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "890" "YIL133C" "S000001395" "ORF"
"YJR123W" "MATCH" "1" "RPS5" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "678" "YJR123W" "S000003884" "ORF"
"YML093W" "MATCH" "1" "UTP14" "S. cerevisiae" "U Three Protein" "2700" "YML093W" "S000004558" "ORF"
"YHR028C" "MATCH" "1" "DAP2" "S. cerevisiae" "Dipeptidyl AminoPeptidase" "2457" "YHR028C" "S000001070" "ORF"
"YNL039W" "MATCH" "1" "BDP1" "S. cerevisiae" "B Double Prime" "1785" "YNL039W" "S000004984" "ORF"
"YOR332W" "MATCH" "1" "VMA4" "S. cerevisiae" "Vacuolar Membrane Atpase" "702" "YOR332W" "S000005859" "ORF"
"YBR184W" "MATCH" "1" "" "S. cerevisiae" "" "1572" "YBR184W" "S000000388" "ORF"
"YER048C" "MATCH" "1" "CAJ1" "S. cerevisiae" "" "1176" "YER048C" "S000000850" "ORF"
"YGR261C" "MATCH" "1" "APL6" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2430" "YGR261C" "S000003493" "ORF"
"YJR124C" "MATCH" "1" "" "S. cerevisiae" "" "1347" "YJR124C" "S000003885" "ORF"
"YLR179C" "MATCH" "1" "" "S. cerevisiae" "" "606" "YLR179C" "S000004169" "ORF"
"YBR185C" "MATCH" "1" "MBA1" "S. cerevisiae" "Multi-copy Bypass of AFG3" "837" "YBR185C" "S000000389" "ORF"
"YBR052C" "MATCH" "1" "RFS1" "S. cerevisiae" "Rad55 (Fifty-five) Suppressor" "633" "YBR052C" "S000000256" "ORF"
"YPL264C" "MATCH" "1" "" "S. cerevisiae" "" "1062" "YPL264C" "S000006185" "ORF"
"YBL003C" "MATCH" "1" "HTA2" "S. cerevisiae" "Histone h Two A" "399" "YBL003C" "S000000099" "ORF"
"YJL204C" "MATCH" "1" "RCY1" "S. cerevisiae" "ReCYcling" "2523" "YJL204C" "S000003740" "ORF"
"YFL017W-A" "MATCH" "1" "SMX2" "S. cerevisiae" "" "234" "YFL017W-A" "S000002965" "ORF"
"YMR117C" "MATCH" "1" "SPC24" "S. cerevisiae" "Spindle Pole Component" "642" "YMR117C" "S000004723" "ORF"
"YDR503C" "MATCH" "1" "LPP1" "S. cerevisiae" "Lipid Phosphate Phosphatase" "825" "YDR503C" "S000002911" "ORF"
"YLR043C" "MATCH" "1" "TRX1" "S. cerevisiae" "ThioRedoXin" "312" "YLR043C" "S000004033" "ORF"
"YLR176C" "MATCH" "1" "RFX1" "S. cerevisiae" "Regulatory Factor X" "2436" "YLR176C" "S000004166" "ORF"
"YBR181C" "MATCH" "1" "RPS6B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "1063" "YBR181C" "S000000385" "ORF"
"YDL188C" "MATCH" "1" "PPH22" "S. cerevisiae" "Protein PHosphatase" "1134" "YDL188C" "S000002347" "ORF"
"YER179W" "MATCH" "1" "DMC1" "S. cerevisiae" "Disrupted Meiotic cDNA" "1097" "YER179W" "S000000981" "ORF"
"YAL060W" "MATCH" "1" "BDH1" "S. cerevisiae" "Butanediol DeHydrogenase" "1149" "YAL060W" "S000000056" "ORF"
"YJR122W" "MATCH" "1" "IBA57" "S. cerevisiae" "Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins" "1494" "YJR122W" "S000003883" "ORF"
"YDL055C" "MATCH" "1" "PSA1" "S. cerevisiae" "" "1086" "YDL055C" "S000002213" "ORF"
"YIL132C" "MATCH" "1" "CSM2" "S. cerevisiae" "Chromosome Segregation in Meiosis" "642" "YIL132C" "S000001394" "ORF"
"YKL051W" "MATCH" "1" "SFK1" "S. cerevisiae" "Suppressor of Four Kinase" "1062" "YKL051W" "S000001534" "ORF"
"YHR029C" "MATCH" "1" "YHI9" "S. cerevisiae" "" "885" "YHR029C" "S000001071" "ORF"
"YLR175W" "MATCH" "1" "CBF5" "S. cerevisiae" "Centromere Binding Factor" "1452" "YLR175W" "S000004165" "ORF"
"YNL038W" "MATCH" "1" "GPI15" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "764" "YNL038W" "S000004983" "ORF"
"YPL260W" "MATCH" "1" "CUB1" "S. cerevisiae" "Cu2+ suppressing and Bleomycin sensitive" "1656" "YPL260W" "S000006181" "ORF"
"YER047C" "MATCH" "1" "SAP1" "S. cerevisiae" "Sin1 Associated Protein" "2694" "YER047C" "S000000849" "ORF"
"YML097C" "MATCH" "1" "VPS9" "S. cerevisiae" "Vacuolar Protein Sorting" "1356" "YML097C" "S000004563" "ORF"
"YKL052C" "MATCH" "1" "ASK1" "S. cerevisiae" "Associated with Spindles and Kinetochores" "879" "YKL052C" "S000001535" "ORF"
"YGL210W" "MATCH" "1" "YPT32" "S. cerevisiae" "Yeast Protein Two" "669" "YGL210W" "S000003178" "ORF"
"YKL186C" "MATCH" "1" "MTR2" "S. cerevisiae" "Mrna TRansport" "555" "YKL186C" "S000001669" "ORF"
"YJR121W" "MATCH" "1" "ATP2" "S. cerevisiae" "ATP synthase" "1536" "YJR121W" "S000003882" "ORF"
"YMR118C" "MATCH" "1" "SHH3" "S. cerevisiae" "SDH3 Homolog" "591" "YMR118C" "S000004724" "ORF"
"YDR502C" "MATCH" "1" "SAM2" "S. cerevisiae" "S-AdenosylMethionine requiring" "1155" "YDR502C" "S000002910" "ORF"
"YBR182C" "MATCH" "1" "SMP1" "S. cerevisiae" "Second MEF2-like Protein 1" "1359" "YBR182C" "S000000386" "ORF"
"YLR044C" "MATCH" "1" "PDC1" "S. cerevisiae" "Pyruvate DeCarboxylase" "1692" "YLR044C" "S000004034" "ORF"
"YGR088W" "MATCH" "1" "CTT1" "S. cerevisiae" "CaTalase T" "1689" "YGR088W" "S000003320" "ORF"
"YIL130W" "MATCH" "1" "ASG1" "S. cerevisiae" "Activator of Stress Genes" "2895" "YIL130W" "S000001392" "ORF"
"YER178W" "MATCH" "1" "PDA1" "S. cerevisiae" "Pyruvate Dehydrogenase Alpha" "1263" "YER178W" "S000000980" "ORF"
"YPL262W" "MATCH" "1" "FUM1" "S. cerevisiae" "FUMarase" "1467" "YPL262W" "S000006183" "ORF"
"YNL037C" "MATCH" "1" "IDH1" "S. cerevisiae" "Isocitrate DeHydrogenase" "1083" "YNL037C" "S000004982" "ORF"
"YKL185W" "MATCH" "1" "ASH1" "S. cerevisiae" "Asymmetric Synthesis of HO" "1767" "YKL185W" "S000001668" "ORF"
"YJL206C" "MATCH" "1" "" "S. cerevisiae" "" "2277" "YJL206C" "S000003741" "ORF"
"YIL131C" "MATCH" "1" "FKH1" "S. cerevisiae" "ForK head Homolog" "1455" "YIL131C" "S000001393" "ORF"
"YDR501W" "MATCH" "1" "PLM2" "S. cerevisiae" "PLasmid Maintenance" "1566" "YDR501W" "S000002909" "ORF"
"YOR028C" "MATCH" "1" "CIN5" "S. cerevisiae" "Chromosome INstability" "888" "YOR028C" "S000005554" "ORF"
"YBL001C" "MATCH" "1" "ECM15" "S. cerevisiae" "ExtraCellular Mutant" "315" "YBL001C" "S000000097" "ORF"
"YDR285W" "MATCH" "1" "ZIP1" "S. cerevisiae" "molecular ZIPper" "2628" "YDR285W" "S000002693" "ORF"
"YGR097W" "MATCH" "1" "ASK10" "S. cerevisiae" "Activator of SKn7" "3441" "YGR097W" "S000003329" "ORF"
"YML091C" "MATCH" "1" "RPM2" "S. cerevisiae" "RNase P Mitochondrial" "3609" "YML091C" "S000004556" "ORF"
"YNL173C" "MATCH" "1" "MDG1" "S. cerevisiae" "Multicopy suppressor of Defective G-protein" "1101" "YNL173C" "S000005117" "ORF"
"YNL172W" "MATCH" "1" "APC1" "S. cerevisiae" "Anaphase Promoting Complex subunit" "5247" "YNL172W" "S000005116" "ORF"
"YPR100W" "MATCH" "1" "MRPL51" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "423" "YPR100W" "S000006304" "ORF"
"YHR155W" "MATCH" "1" "LAM1" "S. cerevisiae" "Lipid transfer protein Anchored at Membrane contact sites" "3687" "YHR155W" "S000001198" "ORF"
"YDL231C" "MATCH" "1" "BRE4" "S. cerevisiae" "BREfeldin A sensitivity" "3378" "YDL231C" "S000002390" "ORF"
"YOR284W" "MATCH" "1" "HUA2" "S. cerevisiae" "" "732" "YOR284W" "S000005810" "ORF"
"YDR020C" "MATCH" "1" "DAS2" "S. cerevisiae" "Dst1-delta 6-Azauracil Sensitivity" "699" "YDR020C" "S000002427" "ORF"
"YDL230W" "MATCH" "1" "PTP1" "S. cerevisiae" "Protein Tyrosine Phosphatase" "1008" "YDL230W" "S000002389" "ORF"
"YGR098C" "MATCH" "1" "ESP1" "S. cerevisiae" "Extra Spindle Pole bodies" "4893" "YGR098C" "S000003330" "ORF"
"YKL058W" "MATCH" "1" "TOA2" "S. cerevisiae" "" "369" "YKL058W" "S000001541" "ORF"
"YDR153C" "MATCH" "1" "ENT5" "S. cerevisiae" "Epsin N-Terminal homology" "1236" "YDR153C" "S000002560" "ORF"
"YDR286C" "MATCH" "1" "MGP12" "S. cerevisiae" "Mitochondrial Glutaredoxin-like Protein of 12 kDa" "345" "YDR286C" "S000002694" "ORF"
"YMR119W" "MATCH" "1" "ASI1" "S. cerevisiae" "Amino acid Sensor-Independent" "1875" "YMR119W" "S000004725" "ORF"
"YHR156C" "MATCH" "1" "LIN1" "S. cerevisiae" "LINk" "1023" "YHR156C" "S000001199" "ORF"
"YLR037C" "MATCH" "1" "PAU23" "S. cerevisiae" "seriPAUperin family" "375" "YLR037C" "S000004027" "ORF"
"YDR152W" "MATCH" "1" "GIR2" "S. cerevisiae" "Genetically Interacts with Ribosomal genes" "798" "YDR152W" "S000002559" "ORF"
"YKL059C" "MATCH" "1" "MPE1" "S. cerevisiae" "Mutant PCF11 Extragenic suppressor" "1326" "YKL059C" "S000001542" "ORF"
"YBR108W" "MATCH" "1" "AIM3" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "2844" "YBR108W" "S000000312" "ORF"
"YBL090W" "MATCH" "1" "MRP21" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "534" "YBL090W" "S000000186" "ORF"
"YOR151C" "MATCH" "1" "RPB2" "S. cerevisiae" "RNA Polymerase B" "3675" "YOR151C" "S000005677" "ORF"
"YHR023W" "MATCH" "1" "MYO1" "S. cerevisiae" "MYOsin" "5787" "YHR023W" "S000001065" "ORF"
"YGL175C" "MATCH" "1" "SAE2" "S. cerevisiae" "Sporulation in the Absence of spo Eleven" "1038" "YGL175C" "S000003143" "ORF"
"YBL091C" "MATCH" "1" "MAP2" "S. cerevisiae" "Methionine AminoPeptidase" "1266" "YBL091C" "S000000187" "ORF"
"YLR340W" "MATCH" "1" "RPP0" "S. cerevisiae" "Ribosomal Protein P0" "939" "YLR340W" "S000004332" "ORF"
"YOR283W" "MATCH" "1" "" "S. cerevisiae" "" "693" "YOR283W" "S000005809" "ORF"
"YOR150W" "MATCH" "1" "MRPL23" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "492" "YOR150W" "S000005676" "ORF"
"YHR024C" "MATCH" "1" "MAS2" "S. cerevisiae" "Mitochondrial ASsembly" "1449" "YHR024C" "S000001066" "ORF"
"YBR109C" "MATCH" "1" "CMD1" "S. cerevisiae" "CalMoDulin" "444" "YBR109C" "S000000313" "ORF"
"YLR038C" "MATCH" "1" "COX12" "S. cerevisiae" "Cytochrome c OXidase" "252" "YLR038C" "S000004028" "ORF"
"YGL174W" "MATCH" "1" "BUD13" "S. cerevisiae" "BUD site selection" "801" "YGL174W" "S000003142" "ORF"
"YDR021W" "MATCH" "1" "FAL1" "S. cerevisiae" "eukaryotic translation initiation factor Four A Like" "1200" "YDR021W" "S000002428" "ORF"
"YDR287W" "MATCH" "1" "INM2" "S. cerevisiae" "INositol Monophosphatase" "879" "YDR287W" "S000002695" "ORF"
"YGR271C-A" "MATCH" "1" "EFG1" "S. cerevisiae" "Exit From G1" "702" "YGR271C-A" "S000007608" "ORF"
"YAR027W" "MATCH" "1" "UIP3" "S. cerevisiae" "Ulp1 Interacting Protein" "708" "YAR027W" "S000000075" "ORF"
"YLR035C" "MATCH" "1" "MLH2" "S. cerevisiae" "MutL Homolog" "2088" "YLR035C" "S000004025" "ORF"
"YHR157W" "MATCH" "1" "REC104" "S. cerevisiae" "RECombination" "549" "YHR157W" "S000001200" "ORF"
"YKL056C" "MATCH" "1" "TMA19" "S. cerevisiae" "Translation Machinery Associated" "504" "YKL056C" "S000001539" "ORF"
"YDL059C" "MATCH" "1" "RAD59" "S. cerevisiae" "RADiation sensitive" "717" "YDL059C" "S000002217" "ORF"
"YER039C" "MATCH" "1" "HVG1" "S. cerevisiae" "Homologous to VRG4" "750" "YER039C" "S000000841" "ORF"
"YHR158C" "MATCH" "1" "KEL1" "S. cerevisiae" "KELch repeat" "3495" "YHR158C" "S000001201" "ORF"
"YLR167W" "MATCH" "1" "RPS31" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "459" "YLR167W" "S000004157" "ORF"
"YBR239C" "MATCH" "1" "ERT1" "S. cerevisiae" "Ethanol Regulated Transcription factor" "1590" "YBR239C" "S000000443" "ORF"
"YPL007C" "MATCH" "1" "TFC8" "S. cerevisiae" "Transcription Factor C" "1767" "YPL007C" "S000005928" "ORF"
"YKL189W" "MATCH" "1" "HYM1" "S. cerevisiae" "" "1200" "YKL189W" "S000001672" "ORF"
"YDR022C" "MATCH" "1" "ATG31" "S. cerevisiae" "AuTophaGy related" "591" "YDR022C" "S000002429" "ORF"
"YPR103W" "MATCH" "1" "PRE2" "S. cerevisiae" "PRoteinase yscE" "864" "YPR103W" "S000006307" "ORF"
"YDR155C" "MATCH" "1" "CPR1" "S. cerevisiae" "Cyclosporin A-sensitive Proline Rotamase" "489" "YDR155C" "S000002562" "ORF"
"YLR168C" "MATCH" "1" "UPS2" "S. cerevisiae" "UnProceSsed" "693" "YLR168C" "S000004158" "ORF"
"YDL058W" "MATCH" "1" "USO1" "S. cerevisiae" "yUSOu - transport in Japanese" "5373" "YDL058W" "S000002216" "ORF"
"YKL057C" "MATCH" "1" "NUP120" "S. cerevisiae" "NUclear Pore" "3114" "YKL057C" "S000001540" "ORF"
"YOL100W" "MATCH" "1" "PKH2" "S. cerevisiae" "Pkb-activating Kinase Homolog" "3246" "YOL100W" "S000005460" "ORF"
"YPR102C" "MATCH" "1" "RPL11A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "525" "YPR102C" "S000006306" "ORF"
"YAR028W" "MATCH" "1" "" "S. cerevisiae" "" "705" "YAR028W" "S000000076" "ORF"
"YHR025W" "MATCH" "1" "THR1" "S. cerevisiae" "THReonine requiring" "1074" "YHR025W" "S000001067" "ORF"
"YML092C" "MATCH" "1" "PRE8" "S. cerevisiae" "PRoteinase yscE" "753" "YML092C" "S000004557" "ORF"
"YPL008W" "MATCH" "1" "CHL1" "S. cerevisiae" "CHromosome Loss" "2586" "YPL008W" "S000005929" "ORF"
"YPR101W" "MATCH" "1" "SNT309" "S. cerevisiae" "Synthetic lethal to prp NineTeen mutation" "528" "YPR101W" "S000006305" "ORF"
"YER037W" "MATCH" "1" "PHM8" "S. cerevisiae" "PHosphate Metabolism" "966" "YER037W" "S000000839" "ORF"
"YPL009C" "MATCH" "1" "RQC2" "S. cerevisiae" "Ribosome Quality control Complex" "3117" "YPL009C" "S000005930" "ORF"
"YGL173C" "MATCH" "1" "XRN1" "S. cerevisiae" "eXoRiboNuclease" "4587" "YGL173C" "S000003141" "ORF"
"YBR106W" "MATCH" "1" "SND3" "S. cerevisiae" "SRP-iNDependent targeting" "567" "YBR106W" "S000000310" "ORF"
"YGL040C" "MATCH" "1" "HEM2" "S. cerevisiae" "HEMe biosynthesis" "1029" "YGL040C" "S000003008" "ORF"
"YBR107C" "MATCH" "1" "IML3" "S. cerevisiae" "Increased Minichromosome Loss" "738" "YBR107C" "S000000311" "ORF"
"YGL172W" "MATCH" "1" "NUP49" "S. cerevisiae" "NUclear Pore" "1419" "YGL172W" "S000003140" "ORF"
"YER038C" "MATCH" "1" "KRE29" "S. cerevisiae" "Killer toxin REsistant" "1395" "YER038C" "S000000840" "ORF"
"YLR036C" "MATCH" "1" "" "S. cerevisiae" "" "612" "YLR036C" "S000004026" "ORF"
"YJR010C-A" "MATCH" "1" "SPC1" "S. cerevisiae" "Signal Peptidase Complex" "285" "YJR010C-A" "S000003770" "ORF"
"YPR105C" "MATCH" "1" "COG4" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "2586" "YPR105C" "S000006309" "ORF"
"YNL177C" "MATCH" "1" "MRPL22" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "930" "YNL177C" "S000005121" "ORF"
"YPL005W" "MATCH" "1" "AEP3" "S. cerevisiae" "ATPase ExPression" "1821" "YPL005W" "S000005926" "ORF"
"YLR211C" "MATCH" "1" "ATG38" "S. cerevisiae" "AuTophaGy related" "740" "YLR211C" "S000004201" "ORF"
"YDL235C" "MATCH" "1" "YPD1" "S. cerevisiae" "tYrosine Phosphatase Dependent" "504" "YDL235C" "S000002394" "ORF"
"YLR210W" "MATCH" "1" "CLB4" "S. cerevisiae" "CycLin B" "1383" "YLR210W" "S000004200" "ORF"
