Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q10943	ARF12_CAEEL	reviewed	ADP-ribosylation factor 1-like 2 (ADP-ribosylation factor-related protein 1.2)	arf-1.2 arf-1 B0336.2	Caenorhabditis elegans	181
Q9XW42	ANM7_CAEEL	reviewed	Protein arginine N-methyltransferase 7 (EC 2.1.1.-)	prmt-7 pmrt-2 W06D4.4	Caenorhabditis elegans	647
O18191	APC1_CAEEL	reviewed	Anaphase-promoting complex subunit 1 (APC1) (Metaphase-to-anaphase transition protein 2)	mat-2 apc-1 evl-22 pod-3 W10C6.1	Caenorhabditis elegans	1505
O17850	ATX3_CAEEL	reviewed	Ataxin-3 homolog (EC 3.4.19.12) (Machado-Joseph disease-like protein)	atx-3 F28F8.6	Caenorhabditis elegans	317
Q19640	BBS2_CAEEL	reviewed	Bardet-Biedl syndrome 2 protein homolog	bbs-2 F20D12.3	Caenorhabditis elegans	714
Q10653	CCNB1_CAEEL	reviewed	G2/mitotic-specific cyclin-B1	cyb-1 ZC168.4	Caenorhabditis elegans	361
Q7Z1Z1	CHSSA_CAEEL	reviewed	Chondroitin sulfate synthase sqv-5 (EC 2.4.1.174) (EC 2.4.1.175) (EC 2.4.1.226) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N- acetylgalactosaminyltransferase 1) (Glucuronylgalactosylproteoglycan 4-beta-N- acetylgalactosaminyltransferase) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 1) (Squashed vulva protein 5)	sqv-5 T24D1.1	Caenorhabditis elegans	736
Q95YE9	CLK2_CAEEL	reviewed	Telomere length regulation protein clk-2 (Clock abnormal protein 2)	clk-2 rad-5 C07H6.6	Caenorhabditis elegans	877
A3QM97	CNNM1_CAEEL	reviewed	Metal transporter cnnm-1 (CNNM family homolog 1)	cnnm-1 C52D10.12	Caenorhabditis elegans	811
P46560	CKB3_CAEEL	reviewed	Putative choline kinase B3 (EC 2.7.1.32)	ckb-3 B0285.10	Caenorhabditis elegans	368
Q22197	CKI1_CAEEL	reviewed	Cyclin-dependent kinase inhibitor 1	cki-1 T05A6.1	Caenorhabditis elegans	184
P91143	ABH51_CAEEL	reviewed	Abhydrolase domain-containing protein abhd-5.1	abhd-5.1 C37H5.2	Caenorhabditis elegans	355
Q9XXK1	ATPA_CAEEL	reviewed	ATP synthase subunit alpha, mitochondrial (ATP synthase subunit atp-1)	atp-1 H28O16.1	Caenorhabditis elegans	538
O18017	BLM_CAEEL	reviewed	Bloom syndrome protein homolog (EC 3.6.4.12) (High incidence of males protein 6) (RecQ helicase homolog)	him-6 T04A11.6	Caenorhabditis elegans	988
P34466	CLU_CAEEL	reviewed	Clustered mitochondria protein homolog	clu-1 F55H2.6	Caenorhabditis elegans	1247
Q22942	CKA2_CAEEL	reviewed	Choline kinase A2 (EC 2.7.1.32) (Ethanolamine kinase) (EC 2.7.1.82)	cka-2 C52B9.1	Caenorhabditis elegans	429
Q09316	CK5P1_CAEEL	reviewed	CDK5RAP1-like protein	F25B5.5	Caenorhabditis elegans	547
Q20655	14332_CAEEL	reviewed	14-3-3-like protein 2	ftt-2 F52D10.3	Caenorhabditis elegans	248
O01805	ACBP1_CAEEL	reviewed	Acyl-CoA-binding protein homolog 1 (ACBP-1) (Diazepam-binding inhibitor homolog) (DBI)	acbp-1 C44E4.6	Caenorhabditis elegans	86
P48180	ACH1_CAEEL	reviewed	Acetylcholine receptor subunit alpha-type acr-16	acr-16 Ce21 F25G6.3	Caenorhabditis elegans	498
Q18008	ACTL1_CAEEL	reviewed	ACT1-like protein	actl-1 C15B12.6	Caenorhabditis elegans	360
Q94316	ADA17_CAEEL	reviewed	Disintegrin and metalloproteinase domain-containing protein 17 homolog (ADAM 17 homolog) (EC 3.4.24.-)	adm-4 ZK154.7	Caenorhabditis elegans	686
P91408	AGT2L_CAEEL	reviewed	Ethanolamine-phosphate phospho-lyase homolog 1 (EC 4.2.3.-) (Alanine--glyoxylate aminotransferase 2-like)	eppl-1 T01B11.2	Caenorhabditis elegans	467
P91167	ARPC5_CAEEL	reviewed	Probable actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	C46H11.3	Caenorhabditis elegans	146
Q09969	BNIP3_CAEEL	reviewed	NIP3 homolog (CeBNIP3) (Daf-16/FOXO controlled germline tumor affecting-1)	dct-1 C14F5.1	Caenorhabditis elegans	221
Q94175	BEST9_CAEEL	reviewed	Bestrophin homolog 9	best-9 C43G2.4	Caenorhabditis elegans	399
Q22036	CAN5_CAEEL	reviewed	Calpain-5 (EC 3.4.22.-) (Sex-determining transformer protein 3)	tra-3 clp-5 LLC1.1	Caenorhabditis elegans	648
Q17868	CKS1_CAEEL	reviewed	Cyclin-dependent kinases regulatory subunit	cks-1 dom-6 C09G4.3	Caenorhabditis elegans	94
Q9U7D5	ACM3_CAEEL	reviewed	Muscarinic acetylcholine receptor gar-3 (G-protein-linked acetylcholine receptor 3)	gar-3 Y40H4A.1	Caenorhabditis elegans	611
Q9U9K0	ADD1_CAEEL	reviewed	Adducin-related protein 1	add-1 F39C12.2	Caenorhabditis elegans	732
P45963	ACR7_CAEEL	reviewed	Acetylcholine receptor subunit alpha-type acr-7	acr-7 T09A5.3	Caenorhabditis elegans	538
O45218	ADAS_CAEEL	reviewed	Alkyldihydroxyacetonephosphate synthase (Alkyl-DHAP synthase) (EC 2.5.1.26) (Alkylglycerone-phosphate synthase)	ads-1 Y50D7A.7	Caenorhabditis elegans	597
O02219	AHA1_CAEEL	reviewed	Aryl hydrocarbon receptor nuclear translocator homolog (ARNT) (AHR-associated protein)	aha-1 C25A1.11	Caenorhabditis elegans	453
Q9XWH8	BTB14_CAEEL	reviewed	BTB/POZ domain-containing protein Y57A10B.3	btb-14 Y57A10B.3	Caenorhabditis elegans	316
O17624	C13B1_CAEEL	reviewed	Putative cytochrome P450 cyp-13B1 (EC 1.14.-.-)	cyp-13B1 F02C12.5	Caenorhabditis elegans	510
P90771	C36A1_CAEEL	reviewed	Probable cytochrome P450 CYP36A1 (EC 1.14.-.-)	cyp-36A1 cyp36a1 C34B7.3	Caenorhabditis elegans	493
O02326	CFI1_CAEEL	reviewed	AT-rich interactive domain-containing protein cfi-1 (ARID domain-containing protein CFI-1)	cfi-1 T23D8.8	Caenorhabditis elegans	467
Q20893	CDO1_CAEEL	reviewed	Cysteine dioxygenase 1 (CDO) (EC 1.13.11.20)	cdo-1 F56F10.3	Caenorhabditis elegans	190
Q17345	CNOT7_CAEEL	reviewed	CCR4-NOT transcription complex subunit 7 (EC 3.1.13.4) (CCR4-associated factor 1) (CAF1)	ccf-1 Y56A3A.20	Caenorhabditis elegans	310
Q11085	CLC2_CAEEL	reviewed	Clc-like protein 2	clc-2 clc-4 C01C10.1	Caenorhabditis elegans	252
Q95ZQ4	AAPK2_CAEEL	reviewed	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1)	aak-2 T01C8.1	Caenorhabditis elegans	626
O01427	AIR2_CAEEL	reviewed	Aurora/IPL1-related protein kinase 2 (EC 2.7.11.1) (Serine/threonine-protein kinase aurora-B)	air-2 stu-7 B0207.4	Caenorhabditis elegans	305
P34514	ANC2_CAEEL	reviewed	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)	apc-2 K06H7.6/K06H7.5	Caenorhabditis elegans	731
O45599	CBD1_CAEEL	reviewed	Chitin-binding domain protein cbd-1	cbd-1 H02I12.1	Caenorhabditis elegans	1319
Q21153	CMC1_CAEEL	reviewed	Probable calcium-binding mitochondrial carrier K02F3.2	K02F3.2	Caenorhabditis elegans	716
Q9GUM7	CPLX1_CAEEL	reviewed	Putative complexin-1	cpx-1 Y73E7A.4	Caenorhabditis elegans	143
Q8T8B9	ACMSD_CAEEL	reviewed	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	acsd-1 acmsd Y71D11A.3	Caenorhabditis elegans	401
Q09289	ADRM1_CAEEL	reviewed	Proteasomal ubiquitin receptor ADRM1 homolog (Proteasome non-ATPase regulatory particle-like protein 13)	rpn-13 C56G2.7	Caenorhabditis elegans	374
Q21221	AHO3_CAEEL	reviewed	Alpha/beta hydrolase domain-containing protein aho-3 (EC 3.1.2.22) (Abnormal hunger orientation protein 3)	aho-3 K04G2.2	Caenorhabditis elegans	332
H2L2B8	APC10_CAEEL	reviewed	Anaphase-promoting complex subunit 10 (APC10)	apc-10 F15H10.3	Caenorhabditis elegans	212
Q22756	BL1S4_CAEEL	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog)	blos-4 T24H7.4	Caenorhabditis elegans	106
Q93561	DERL1_CAEEL	reviewed	Derlin-1 (Coelomocyte uptake defective protein 2) (DER1-like protein 1) (cDerlin-1)	cup-2 der-1 F25D7.1	Caenorhabditis elegans	245
P55956	ASP3_CAEEL	reviewed	Aspartic protease 3 (EC 3.4.23.-)	asp-3 H22K11.1	Caenorhabditis elegans	398
G5EFZ3	ASH2_CAEEL	reviewed	Set1/Ash2 histone methyltransferase complex subunit ash-2	ash-2 Y17G7B.2	Caenorhabditis elegans	570
G5ED29	ATX2_CAEEL	reviewed	Ataxin-2 homolog	atx-2 D2045.1	Caenorhabditis elegans	959
Q27517	C13A3_CAEEL	reviewed	Putative cytochrome P450 CYP13A3 (EC 1.14.-.-)	cyp-13A3 cyp13a3 T10B9.5	Caenorhabditis elegans	520
P46551	CDK12_CAEEL	reviewed	Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division cycle 2-related protein kinase 7) (Cell division protein kinase 12)	cdk-12 cdtl-7 B0285.1	Caenorhabditis elegans	730
P34312	CL162_CAEEL	reviewed	C-type lectin domain-containing protein 162	clec-162 C07A9.1	Caenorhabditis elegans	313
P17656	COL2_CAEEL	reviewed	Cuticle collagen 2	col-2 W01B6.7	Caenorhabditis elegans	301
P18832	COL7_CAEEL	reviewed	Cuticle collagen 7	col-7 C15A11.5	Caenorhabditis elegans	316
P52714	CTS32_CAEEL	reviewed	Serine carboxypeptidase ctsa-3.2 (EC 3.4.16.-)	ctsa-3.2 C08H9.1	Caenorhabditis elegans	505
Q20870	DAZ1_CAEEL	reviewed	DAZ protein 1	daz-1 F56D1.7	Caenorhabditis elegans	499
Q9U3C8	DCN1_CAEEL	reviewed	Defective in cullin neddylation protein 1	dcn-1 H38K22.2	Caenorhabditis elegans	295
Q9U298	ACH8_CAEEL	reviewed	Neuronal acetylcholine receptor subunit eat-2 (Abnormal pharyngeal pumping eat-2)	eat-2 Y48B6A.4	Caenorhabditis elegans	474
Q86S40	ADPGK_CAEEL	reviewed	Probable ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147)	C50D2.7	Caenorhabditis elegans	502
P53993	ALG11_CAEEL	reviewed	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog)	algn-11 B0361.8	Caenorhabditis elegans	470
Q20779	COX6A_CAEEL	reviewed	Cytochrome c oxidase subunit 6A, mitochondrial (Cytochrome c oxidase polypeptide VIa)	cox-6A tag-174 F54D8.2	Caenorhabditis elegans	128
P91428	COQ4_CAEEL	reviewed	Ubiquinone biosynthesis protein coq-4, mitochondrial (Coenzyme Q biosynthesis protein 4)	coq-4 T03F1.2	Caenorhabditis elegans	231
G5ECW5	CSP3_CAEEL	reviewed	Non-catalytic caspase homolog csp-3	csp-3 Y47H9C.6	Caenorhabditis elegans	139
P34391	COL91_CAEEL	reviewed	Putative cuticle collagen 91	col-91 F09G8.6	Caenorhabditis elegans	278
Q20168	COPB2_CAEEL	reviewed	Probable coatomer subunit beta' (Beta'-coat protein) (Beta'-COP)	copb-2 F38E11.5	Caenorhabditis elegans	1000
P18831	COL6_CAEEL	reviewed	Cuticle collagen 6 (Protein roller-8)	rol-8 col-6 ZK1290.3	Caenorhabditis elegans	329
Q09221	CPNA2_CAEEL	reviewed	Copine family protein 2	cpna-2 B0228.4	Caenorhabditis elegans	7705
P52010	CYP2_CAEEL	reviewed	Peptidyl-prolyl cis-trans isomerase 2 (PPIase 2) (EC 5.2.1.8) (Cyclophilin-2) (Rotamase 2)	cyn-2 cyp-2 ZK520.5	Caenorhabditis elegans	172
Q20911	CUBN_CAEEL	reviewed	Cubilin homolog	cubn-1 ZC116.3	Caenorhabditis elegans	4047
Q18007	ACM1_CAEEL	reviewed	Probable muscarinic acetylcholine receptor gar-1 (G-protein-linked acetylcholine receptor 1)	gar-1 C15B12.5	Caenorhabditis elegans	713
Q17761	6PGD_CAEEL	reviewed	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	T25B9.9	Caenorhabditis elegans	484
Q09388	ACM2_CAEEL	reviewed	Muscarinic acetylcholine receptor gar-2 (G-protein-linked acetylcholine receptor 2)	gar-2 F47D12.1	Caenorhabditis elegans	627
Q09285	AKAP1_CAEEL	reviewed	KH domain-containing protein akap-1	akap-1 C56G2.1	Caenorhabditis elegans	867
Q94231	ARF11_CAEEL	reviewed	ADP-ribosylation factor 1-like 1 (ADP-ribosylation factor-like protein 6) (ADP-ribosylation factor-related protein 1.1)	arf-1.1 arl-6 F45E4.1	Caenorhabditis elegans	179
Q9XWN6	ANI3_CAEEL	reviewed	Anillin-like protein 3	ani-3 Y43F8C.14	Caenorhabditis elegans	709
Q21920	ANKHM_CAEEL	reviewed	Ankyrin repeat and KH domain-containing protein mask-1 (Multiple ankyrin repeats single KH domain homolog)	mask-1 R11A8.7	Caenorhabditis elegans	2620
G5EFF1	ASD2_CAEEL	reviewed	RNA-binding protein asd-2 (Alternative splicing defective protein 2)	asd-2 let-529 star-2 tag-44 T21G5.5	Caenorhabditis elegans	445
Q93235	AT1B1_CAEEL	reviewed	Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1)	nkb-1 C17E4.9	Caenorhabditis elegans	320
Q18905	CGP1_CAEEL	reviewed	GTP-binding protein cgp-1	cgp-1 Y38C9A.2	Caenorhabditis elegans	613
H2KYS8	CPNA1_CAEEL	reviewed	Copine family protein 1 (Atypical copine family protein 1)	cpna-1 F31D5.3	Caenorhabditis elegans	1107
P24893	COX1_CAEEL	reviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	ctc-1 coI cox-1 MTCE.26	Caenorhabditis elegans	525
P28548	CSK2B_CAEEL	reviewed	Casein kinase II subunit beta (CK II beta)	kin-10 kin-5 T01G9.6	Caenorhabditis elegans	234
G5EC68	ABF2_CAEEL	reviewed	Antibacterial factor-related peptide 2	abf-2 C50F2.10	Caenorhabditis elegans	85
Q95XD3	BL1S2_CAEEL	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2)	blos-2 Y73B6BL.30	Caenorhabditis elegans	132
Q21776	BUB1_CAEEL	reviewed	Mitotic checkpoint serine/threonine-protein kinase bub-1 (EC 2.7.11.1) (Budding uninhibited by benzimidazole 1)	bub-1 R06C7.8	Caenorhabditis elegans	987
Q93833	CHE13_CAEEL	reviewed	Intraflagellar transport protein che-13 (Chemotaxis abnormal protein 13)	che-13 F59C6.7	Caenorhabditis elegans	412
Q9BL02	CUT_CAEEL	reviewed	Homeobox protein cut-like ceh-44 (Homeobox protein 44)	ceh-44 Y54F10AM.4	Caenorhabditis elegans	1273
P34682	CUT2_CAEEL	reviewed	Cuticlin-2	cut-2 F53F1.5	Caenorhabditis elegans	231
P92172	DAF7_CAEEL	reviewed	Dauer larva development regulatory growth factor daf-7 (Abnormal dauer formation protein 7)	daf-7 B0412.2	Caenorhabditis elegans	350
D0PV95	DDX3_CAEEL	reviewed	ATP-dependent RNA helicase laf-1 (EC 3.6.4.13) (DEAD-box RNA helicase laf-1)	laf-1 Y71H2AM.19	Caenorhabditis elegans	708
G5EGC4	ABF1_CAEEL	reviewed	Antibacterial factor-related peptide 1	abf-1 C50F2.9	Caenorhabditis elegans	85
G5ECD9	AEX2_CAEEL	reviewed	G-protein coupled receptor aex-2 (Aboc, expulsion defective protein 2)	aex-2 T14B1.2	Caenorhabditis elegans	321
Q8IG39	ADAL_CAEEL	reviewed	Adenosine deaminase-like protein (EC 3.5.4.-)	C44B7.12	Caenorhabditis elegans	388
Q07749	ADF2_CAEEL	reviewed	Actin-depolymerizing factor 2, isoform c (Uncoordinated protein 60)	unc-60 C38C3.5	Caenorhabditis elegans	152
P54216	ALF1_CAEEL	reviewed	Fructose-bisphosphate aldolase 1 (EC 4.1.2.13) (Aldolase CE-1) (CE1)	aldo-1 T05D4.1	Caenorhabditis elegans	366
O45782	ARD17_CAEEL	reviewed	Arrestin domain-containing protein 17 (Calcineurin-interacting protein 1)	arrd-17 cnp-1 T12D8.4	Caenorhabditis elegans	426
P91455	APT_CAEEL	reviewed	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	T19B4.3	Caenorhabditis elegans	185
Q09653	C13AA_CAEEL	reviewed	Putative cytochrome P450 CYP13A10 (EC 1.14.-.-)	cyp-13A10 cyp13a10 ZK1320.4	Caenorhabditis elegans	519
Q6QMT2	BRE2_CAEEL	reviewed	Beta-1,3-galactosyltransferase bre-2 (EC 2.4.1.-) (Bacillus thuringiensis toxin-resistant protein 2) (Bt toxin-resistant protein 2)	bre-2 Y39E4B.9	Caenorhabditis elegans	359
Q21054	CGT3_CAEEL	reviewed	Ceramide glucosyltransferase 3 (EC 2.4.1.80)	cgt-3 F59G1.1	Caenorhabditis elegans	459
P20630	COL12_CAEEL	reviewed	Cuticle collagen 12	col-12 F15H10.1	Caenorhabditis elegans	316
Q09585	APTF1_CAEEL	reviewed	Transcription factor aptf-1 (AP2 transcription factor aptf-1)	aptf-1 K06A1.1	Caenorhabditis elegans	365
G5EFA2	BIR1_CAEEL	reviewed	Chromosomal passenger complex protein bir-1 (Baculoviral IAP repeat-containing protein bir-1)	bir-1 T27F2.3	Caenorhabditis elegans	155
P34556	CDK1_CAEEL	reviewed	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	cdk-1 ncc-1 T05G5.3	Caenorhabditis elegans	332
Q17391	CUL3_CAEEL	reviewed	Cullin-3 (CUL-3)	cul-3 Y108G3AL.1	Caenorhabditis elegans	777
Q03755	CUT1_CAEEL	reviewed	Cuticlin-1	cut-1 C47G2.1	Caenorhabditis elegans	424
P52887	ALG8_CAEEL	reviewed	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8 homolog) (Dol-P-Glc:Glc(1)Man(9)GlcNAc(2)-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)	algn-8 C08H9.3	Caenorhabditis elegans	766
O45379	ARL3_CAEEL	reviewed	ADP-ribosylation factor-like protein 3	arl-3 F19H8.3	Caenorhabditis elegans	184
P53489	ARP2_CAEEL	reviewed	Actin-related protein 2 (Actin-like protein 2) (Actin-like protein C)	arx-2 actc K07C5.1	Caenorhabditis elegans	395
Q09544	ATPD_CAEEL	reviewed	ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)	F58F12.1	Caenorhabditis elegans	163
P34539	ATP5E_CAEEL	reviewed	Putative ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)	R05D3.6; ZC262.5	Caenorhabditis elegans	54
V6CJ04	BICD_CAEEL	reviewed	Protein bicaudal D homolog	bicd-1 C43G2.2	Caenorhabditis elegans	737
G5EBQ8	CHS2_CAEEL	reviewed	Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2)	chs-2 F48A11.1	Caenorhabditis elegans	1668
Q05062	CDC42_CAEEL	reviewed	Cell division control protein 42 homolog (CDC42Ce)	cdc-42 R07G3.1	Caenorhabditis elegans	191
P34575	CISY_CAEEL	reviewed	Probable citrate synthase, mitochondrial (EC 2.3.3.16)	cts-1 T20G5.2	Caenorhabditis elegans	468
O17901	COPZ_CAEEL	reviewed	Probable coatomer subunit zeta (Zeta-coat protein) (Zeta-COP)	copz-1 F59E10.3	Caenorhabditis elegans	184
P43509	CPR5_CAEEL	reviewed	Cathepsin B-like cysteine proteinase 5 (EC 3.4.22.-) (Cysteine protease-related 5)	cpr-5 W07B8.5	Caenorhabditis elegans	344
Q09296	CBPC6_CAEEL	reviewed	Cytosolic carboxypeptidase 6 (EC 3.4.17.-) (ATP/GTP-binding protein-like 4 homolog) (CeAGBL4)	ccpp-6 Nnac2 EEED8.6	Caenorhabditis elegans	459
P32756	CLAT_CAEEL	reviewed	Choline O-acetyltransferase (CHOACTase) (ChAT) (Choline acetylase) (EC 2.3.1.6)	cha-1 ZC416.8	Caenorhabditis elegans	627
O17403	CPSF2_CAEEL	reviewed	Probable cleavage and polyadenylation specificity factor subunit 2 (Cleavage and polyadenylation specificity factor 100 kDa subunit) (CPSF 100 kDa subunit)	cpsf-2 F09G2.4	Caenorhabditis elegans	843
Q9N4C2	CPSF1_CAEEL	reviewed	Probable cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit)	cpsf-1 Y76B12C.7	Caenorhabditis elegans	1454
Q9N425	CSN3_CAEEL	reviewed	COP9 signalosome complex subunit 3 (Signalosome subunit 3)	csn-3 Y38C1AA.2	Caenorhabditis elegans	501
Q9N359	CSN4_CAEEL	reviewed	COP9 signalosome complex subunit 4 (Signalosome subunit 4)	csn-4 Y55F3AM.15	Caenorhabditis elegans	412
G5EDN0	ACC3_CAEEL	reviewed	Acetylcholine-gated chloride channel subunit acc-3	acc-3 F55D10.5	Caenorhabditis elegans	517
Q17334	ADH1_CAEEL	reviewed	Alcohol dehydrogenase 1 (EC 1.1.1.1) (Sorbitol dehydrogenase family protein 1)	sodh-1 K12G11.3	Caenorhabditis elegans	349
Q94177	ADRL_CAEEL	reviewed	Progestin and adipoQ receptor-like protein 1	paqr-1 C43G2.1	Caenorhabditis elegans	434
P34552	ALXA_CAEEL	reviewed	Apoptosis-linked gene 2-interacting protein X 1 (Prion-like-(Q/N-rich) domain-bearing protein 58) (Protein YNK1)	alx-1 pqn-58 R10E12.1	Caenorhabditis elegans	882
P83388	AMDL_CAEEL	reviewed	Probable peptidyl-glycine alpha-amidating monooxygenase pamn-1 (PAM) [Includes: Probable peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Probable peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]	pamn-1 T19B4.1	Caenorhabditis elegans	663
G5EDW1	ADBP1_CAEEL	reviewed	Adr-2-binding protein 1	adbp-1 2L737 VW02B12L.4	Caenorhabditis elegans	217
Q09369	AQP10_CAEEL	reviewed	Putative aquaporin-10	aqp-10 ZK1321.3	Caenorhabditis elegans	280
Q09443	ARP6_CAEEL	reviewed	Actin-like protein C08B11.6	arp-6 C08B11.6	Caenorhabditis elegans	418
Q21988	AMX1_CAEEL	reviewed	Amine oxidase family member 1	amx-1 R13G10.2	Caenorhabditis elegans	824
H2L0H3	CHAT1_CAEEL	reviewed	CDC50 family protein chat-1	chat-1 R08C7.2	Caenorhabditis elegans	348
Q09437	CD111_CAEEL	reviewed	Cyclin-dependent kinase 11.1 (EC 2.7.11.22)	cdk-11.1 B0495.2	Caenorhabditis elegans	719
Q19294	CDC23_CAEEL	reviewed	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Metaphase-to-anaphase transition defect protein 3)	mat-3 apc-8 cdc-23 pod-4 vex-2 F10C5.1	Caenorhabditis elegans	673
Q9NB31	CST1_CAEEL	reviewed	Serine/threonine-protein kinase cst-1 (EC 2.7.11.1) (STE20-like kinase 1) (STE20-like kinase MST) (cMST) [Cleaved into: Serine/threonine-protein kinase cst-1 37kDa subunit; Serine/threonine-protein kinase cst-1 18kDa subunit]	cst-1 F14H12.4	Caenorhabditis elegans	497
Q21480	ATG2_CAEEL	reviewed	Autophagy-related protein 2	atg-2 M03A8.2	Caenorhabditis elegans	2290
G5ECJ5	BIR2_CAEEL	reviewed	Baculoviral IAP repeat-containing protein bir-2	bir-2 C50B8.2	Caenorhabditis elegans	308
O62247	BLI5_CAEEL	reviewed	Kunitz-type protein bli-5 (Blistered cuticle protein 5) (Kunitz-type protease inhibitor bli-5)	bli-5 F45G2.5	Caenorhabditis elegans	202
P90846	BAT39_CAEEL	reviewed	BTB and MATH domain-containing protein 39	bath-39 F25H9.4	Caenorhabditis elegans	334
P34300	FIP3_CAEEL	reviewed	Fungus-induced protein 3	fip-3 C06E1.5	Caenorhabditis elegans	50
X5M8U1	GCY17_CAEEL	reviewed	Receptor-type guanylate cyclase gcy-17 (EC 4.6.1.2)	gcy-17 W03F11.2	Caenorhabditis elegans	1088
O02658	GLC7C_CAEEL	reviewed	Serine/threonine-protein phosphatase PP1-gamma (EC 3.1.3.16) (CeGLC-7-gamma) (Glc seven-like phosphatase 3)	gsp-3 W09C3.6	Caenorhabditis elegans	305
Q20826	GLIT1_CAEEL	reviewed	Neuroligin-like protein glit-1 (Gliotactin homolog) (Inactive esterase glit-1)	glit-1 F55D10.3	Caenorhabditis elegans	730
Q8I4M5	GLS1_CAEEL	reviewed	Germline survival defective-1	gls-1 C36B1.8	Caenorhabditis elegans	1052
Q09453	GLRB4_CAEEL	reviewed	Glycine receptor subunit beta-type 4	ggr-1 gbr-4 C09G5.1/C09G5.9	Caenorhabditis elegans	473
Q21944	GLPK_CAEEL	reviewed	Probable glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	R11F4.1	Caenorhabditis elegans	502
Q20561	HLH13_CAEEL	reviewed	Helix-loop-helix protein 13 (Fer3-like protein) (Nephew of atonal 3)	hlh-13 cnato3 ferd-3l F48D6.3	Caenorhabditis elegans	147
Q22505	IMMT1_CAEEL	reviewed	MICOS complex subunit MIC60-1 (Inner mitochondrial membrane protein 1) (Mitofilin homolog 1)	immt-1 T14G11.3	Caenorhabditis elegans	679
Q22549	INX10_CAEEL	reviewed	Innexin-10 (Protein opu-10)	inx-10 opu-10 T18H9.5	Caenorhabditis elegans	559
Q9U3K5	INX2_CAEEL	reviewed	Innexin-2 (Protein opu-2)	inx-2 opu-2 F08G12.10	Caenorhabditis elegans	419
Q19289	IFB1_CAEEL	reviewed	Intermediate filament protein ifb-1 (Cel IF B1) (Intermediate filament protein B1) (IF-B1)	ifb-1 F10C1.2	Caenorhabditis elegans	589
Q20898	IFET1_CAEEL	reviewed	Translational repressor ifet-1 (Spindle orientation defective protein 2)	ifet-1 spn-2 F56F3.1	Caenorhabditis elegans	761
Q8TA52	IFT20_CAEEL	reviewed	Intraflagellar transport protein 20 homolog	ift-20 Y110A7A.20	Caenorhabditis elegans	129
P34273	IYD1H_CAEEL	reviewed	Iodotyrosine dehalogenase 1 homolog (IYD-1) (EC 1.21.1.-)	sup-18 C02C2.5	Caenorhabditis elegans	325
P22981	LET60_CAEEL	reviewed	Ras protein let-60 (Abnormal cell lineage protein 34) (Lethal protein 60)	let-60 lin-34 ZK792.6	Caenorhabditis elegans	184
